date,confirmed,deaths,recovered
2020-03-11,80921.0,3161.0,61644.0
2020-03-12,80932.0,3172.0,62901.0
2020-03-13,80945.0,3180.0,64196.0
2020-03-14,80977.0,3193.0,65660.0
2020-03-15,81003.0,3203.0,67017.0
2020-03-16,81033.0,3217.0,67910.0
2020-03-17,81058.0,3230.0,68798.0
2020-03-18,81102.0,3241.0,69755.0
2020-03-19,81156.0,3249.0,70535.0
2020-03-20,81250.0,3253.0,71266.0
2020-03-21,81305.0,3259.0,71857.0
2020-03-22,81397.0,3265.0,72362.0
2020-03-23,81496.0,3274.0,72819.0
2020-03-24,81591.0,3281.0,73280.0
2020-03-25,81661.0,3285.0,73773.0
2020-03-26,81782.0,3291.0,74181.0
2020-03-27,81897.0,3296.0,74720.0
2020-03-28,81999.0,3299.0,75100.0
2020-03-29,82122.0,3304.0,75582.0
2020-03-30,82198.0,3308.0,75923.0
2020-03-31,82279.0,3309.0,76206.0
2020-04-01,82361.0,3316.0,76405.0
2020-04-02,82432.0,3322.0,76565.0
2020-04-03,82511.0,3326.0,76760.0
2020-04-04,82543.0,3330.0,76946.0
2020-04-05,82602.0,3333.0,77207.0
2020-04-06,82665.0,3335.0,77310.0
2020-04-07,82718.0,3335.0,77410.0
2020-04-08,82809.0,3337.0,77567.0
2020-04-09,82883.0,3339.0,77679.0
2020-04-10,82941.0,3340.0,77791.0
2020-04-11,83014.0,3343.0,77877.0
2020-04-12,83134.0,3343.0,77956.0
