,country,confirmed,deaths,recovered,active,critical,case_per_mn,deaths_per_mn,total_test,tests_per_mn,continent
74,Kazakhstan,"1,402",17 ,277,"1,108",22,75,0.9,"85,735","4,566",Asia
75,Uzbekistan,"1,349",4 ,129,"1,216",8,40,0.1,"100,000","2,988",Asia
76,Azerbaijan,"1,283",15 ,460,808,28,127,1,"75,397","7,436",Asia
77,Slovenia,"1,268",61 ,174,"1,033",31,610,29,"38,137","18,344",Europe
78,Bosnia and Herzegovina,"1,167",43 ,277,847,4,356,13,"14,743","4,494",Europe
79,Armenia,"1,159",18 ,358,783,30,391,6,"9,632","3,250",Asia
80,Lithuania,"1,128",32 ,178,918,14,414,12,"48,537","17,829",Europe
81,North Macedonia,"1,081",46 ,121,914,15,519,22,"10,422","5,002",Europe
82,Oman,"1,019",4 ,176,839,3,200,0.8,,,Asia
83,Hong Kong,"1,018",4 ,485,529,9,136,0.5,"116,273","15,509",Asia
84,Cameroon,996,22 ,164,810,,38,0.8,,,Africa
85,Slovakia,977,8 ,167,802,5,179,1,"34,458","6,311",Europe
86,Cuba,862,27 ,171,664,16,76,2,"21,837","1,928",North America
87,Afghanistan,840,30 ,54,756,,22,0.8,,,Asia
88,Tunisia,822,37 ,43,742,89,70,3,"13,930","1,179",Africa
89,Bulgaria,800,38 ,122,640,37,115,5,"18,502","2,663",Europe
90,Cyprus,735,12 ,77,646,8,609,10,"17,923","14,845",Asia
91,Diamond Princess,712,12 ,644,56,7,,,,,
92,Andorra,682,33 ,169,480,17,"8,827",427,"1,673","21,653",Europe
93,Latvia,675,5 ,57,613,3,358,3,"31,302","16,595",Europe
94,Lebanon,663,21 ,86,556,30,97,3,"18,115","2,654",Asia
95,Ivory Coast,654,6 ,146,502,,25,0.2,,,Africa
96,Costa Rica,642,4 ,74,564,11,126,0.8,"9,396","1,844",North America
97,Ghana,641,8 ,83,550,2,21,0.3,"50,719","1,632",Africa
98,Niger,609,15 ,105,489,,25,0.6,"4,427",183,Africa
99,Djibouti,591,2 ,73,516,,598,2,"6,430","6,508",Africa
100,Burkina Faso,546,32 ,257,257,,26,2,,,Africa
101,Albania,518,26 ,277,215,5,180,9,"4,827","1,677",Europe
102,Uruguay,502,9 ,286,207,13,145,3,"11,239","3,235",South America
103,Kyrgyzstan,466,5 ,91,370,5,71,0.8,"26,147","4,008",Asia
104,Bolivia,465,31 ,26,408,3,40,3,"2,185",187,South America
105,Channel Islands,457,19 ,73,365,,"2,629",109,"3,320","19,095",Europe
106,Nigeria,442,13 ,152,277,2,2,0.06,"5,000",24,Africa
107,Guinea,438,1 ,49,388,,33,0.08,,,Africa
108,San Marino,426,38 ,55,333,15,"12,555","1,120",846,"24,933",Europe
109,Honduras,426,35 ,9,382,10,43,4,"2,012",203,North America
110,Malta,412,3 ,82,327,4,933,7,"21,164","47,932",Europe
111,Jordan,402,7 ,259,136,5,39,0.7,"20,500","2,009",Asia
112,Taiwan,395,6 ,155,234,,17,0.3,"50,703","2,129",Asia
113,Réunion,394, ,237,157,4,440,,,,Africa
114,Palestine,374,2 ,63,309,,73,0.4,"17,329","3,397",Asia
115,Georgia,348,3 ,76,269,6,87,0.8,"5,027","1,260",Asia
116,Senegal,335,2 ,194,139,1,20,0.1,,,Africa
117,Mauritius,324,9  ,81,234,3,255,7,"8,279","6,510",Africa
118,Montenegro,303,4 ,55,244,7,482,6,"3,874","6,168",Europe
119,Isle of Man,284,4 ,154,126,13,"3,340",47,"2,261","26,590",Europe
120,Vietnam,268, ,177,91,8,3,,"206,253","2,119",Asia
121,DRC,267,22 ,23,222,,3,0.2,,,Africa
122,Sri Lanka,238,7 ,68,163,1,11,0.3,"4,768",223,Asia
123,Kenya,234,11 ,53,170,2,4,0.2,"9,630",179,Africa
124,Mayotte,233,3 ,69,161,3,854,11,"1,500","5,498",Africa
125,Guatemala,214,7 ,21,186,3,12,0.4,"7,200",402,North America
126,Venezuela,204,9 ,111,84,4,7,0.3,"268,503","9,442",South America
127,Paraguay,199,8 ,30,161,1,28,1,"4,267",598,South America
128,Faeroe Islands,184, ,169,15,,"3,766",,"5,765","117,983",Europe
129,Mali,171,13 ,34,124,,8,0.6,,,Africa
130,El Salvador,164,6 ,33,125,2,25,0.9,"8,333","1,285",North America
131,Martinique,158,8 ,73,77,17,421,21,,,North America
132,Guadeloupe,145,8 ,67,70,13,362,20,,,North America
133,Jamaica,143,5 ,21,117,,48,2,"1,424",481,North America
134,Rwanda,138, ,60,78,,11,,"6,237",482,Africa
135,Brunei ,136,1 ,108,27,2,311,2,"10,826","24,746",Asia
136,Gibraltar,131, ,104,27,1,"3,888",,"1,649","48,945",Europe
137,Cambodia,122, ,98,24,1,7,,"5,768",345,Asia
138,Congo,117,5 ,11,101,,21,0.9,,,Africa
139,Trinidad and Tobago,114,8 ,20,86,,81,6,"1,282",916,North America
140,Madagascar,111, ,33,78,1,4,,,,Africa
141,Aruba,95,2 ,39,54,1,890,19,"1,237","11,586",North America
142,Gabon,95,1 ,6,88,,43,0.4,,,Africa
143,Tanzania,94,4 ,11,79,,2,0.07,,,Africa
144,Monaco,93,3  ,12,78,2,"2,370",76,,,Europe
145,Ethiopia,92,3 ,15,74,1,0.8,0.03,"5,389",47,Africa
146,French Guiana,86, ,51,35,1,288,,,,South America
147,Myanmar,85,4 ,2,79,,2,0.07,"3,236",59,Asia
148,Bermuda,81,5 ,33,43,3,"1,301",80,527,"8,462",North America
149,Togo,81,5 ,45,31,,10,0.6,"3,618",437,Africa
150,Somalia,80,5 ,2,73,2,5,0.3,,,Africa
151,Liechtenstein,79,1 ,55,23,,"2,072",26,900,"23,605",Europe
152,Barbados,75,5 ,15,55,4,261,17,900,"3,132",North America
153,Cayman Islands,61,1 ,7,53,3,928,15,690,"10,499",North America
154,Liberia,59,6 ,4,49,,12,1,,,Africa
155,Sint Maarten,57,9 ,12,36,6,"1,329",210,163,"3,802",North America
156,Cabo Verde,56,1 ,1,54,,101,2,,,Africa
157,Guyana,55,6 ,8,41,5,70,8,213,271,South America
158,French Polynesia,55, ,,55,1,196,,920,"3,275",Australia/Oceania
159,Uganda,55, ,20,35,,1,,"7,693",168,Africa
160,Bahamas,53,8 ,6,39,1,135,20,,,North America
161,Equatorial Guinea,51, ,4,47,,36,,854,609,Africa
162,Libya,49,1 ,11,37,,7,0.1,699,102,Africa
163,Zambia,48,2 ,30,16,1,3,0.1,"1,696",92,Africa
164,Macao,45, ,16,29,1,69,,,,Asia
165,Guinea-Bissau,43, ,,43,,22,,"1,500",762,Africa
166,Haiti,41,3 ,,38,,4,0.3,365,32,North America
167,Saint Martin,35,2 ,13,20,5,905,52,,,North America
168,Benin,35,1 ,18,16,,3,0.08,,,Africa
169,Eritrea,35, ,,35,,10,,,,Africa
170,Syria,33,2 ,5,26,,2,0.1,,,Asia
171,Sudan,32,5 ,4,23,,0.7,0.1,,,Africa
172,Mongolia,31, ,5,26,,9,,"1,077",329,Asia
173,Mozambique,31, ,2,29,,1.0,,855,27,Africa
174,Chad,27, ,5,22,,2,,,,Africa
175,Maldives,25, ,16,9,,46,,"3,432","6,349",Asia
176,Zimbabwe,24,3 ,2,19,,2,0.2,"1,299",87,Africa
177,Antigua and Barbuda,23,3 ,3,17,1,235,31,73,745,North America
178,Angola,19,2 ,5,12,,0.6,0.06,,,Africa
179,Laos,19, ,2,17,,3,,"1,288",177,Asia
180,Belize,18,2 ,,16,1,45,5,567,"1,426",North America
181,New Caledonia,18, ,1,17,1,63,,"3,002","10,515",Australia/Oceania
182,Timor-Leste,18, ,1,17,,14,,,,Asia
183,Fiji,17, ,,17,,19,,,,Australia/Oceania
184,Malawi,16,2 ,,14,1,0.8,0.1,343,18,Africa
185,Eswatini,16,1 ,8,7,,14,0.9,714,615,Africa
186,Nepal,16, ,2,14,,0.5,,"15,800",542,Asia
187,Dominica,16, ,8,8,,222,,345,"4,793",North America
188,Namibia,16, ,4,12,,6,,362,142,Africa
189,Botswana,15,1 ,,14,,6,0.4,"3,441","1,463",Africa
190,Saint Lucia,15, ,11,4,,82,,319,"1,737",North America
191,Sierra Leone,15, ,,15,,2,,,,Africa
192,Curaçao,14,1 ,10,3,,85,6,230,"1,402",North America
193,Grenada,14, ,,14,2,124,,92,818,North America
194,Saint Kitts and Nevis,14, ,,14,,263,,234,"4,399",North America
195,CAR,12, ,4,8,,2,,,,Africa
196,St. Vincent Grenadines,12, ,1,11,,108,,87,784,North America
197,Turks and Caicos,11,1 ,,10,,284,26,71,"1,834",North America
198,Falkland Islands,11, ,1,10,,"3,161",,137,"39,368",South America
199,Greenland,11, ,11,0,,194,,912,"16,065",North America
200,Montserrat,11, ,1,10,1,"2,204",,36,"7,212",North America
201,Seychelles,11, ,,11,,112,,,,Africa
202,Suriname,10,1 ,6,3,,17,2,,,South America
203,MS Zaandam,9,2 ,,7,,,,,,
204,Gambia,9,1 ,2,6,,4,0.4,281,116,Africa
205,Nicaragua,9,1 ,4,4,,1,0.2,,,North America
206,Vatican City,8, ,2,6,,"9,988",,,,Europe
207,Mauritania,7,1 ,2,4,,2,0.2,713,153,Africa
208,Papua New Guinea,7, ,,7,,0.8,,167,19,Australia/Oceania
209,St. Barth,6, ,4,2,,607,,,,North America
210,Western Sahara,6, ,,6,,10,,,,Africa
211,Burundi,5,1 ,,4,,0.4,0.08,,,Africa
212,Bhutan,5, ,2,3,,6,,"1,166","1,511",Asia
213,Sao Tome and Principe,4, ,,4,,18,,19,87,Africa
214,South Sudan,4, ,,4,,0.4,,,,Africa
215,Anguilla,3, ,1,2,,200,,,,North America
216,British Virgin Islands,3, ,2,1,,99,,,,North America
217,Caribbean Netherlands,3, ,,3,,114,,10,381,North America
218,Saint Pierre Miquelon,1, ,,1,,173,,,,North America
219,Yemen,1, ,,1,,0.03,,,,Asia
220,China,"82,367","3,342 ","77,944","1,081",89,57,2,,,Asia
